filename,predicted,groundtruth
/home/ubuntu/10_crop/gustavo-souza-niWXJ9MAozQ-unsplash (1).jpg,5.0,5
/home/ubuntu/10_crop/gustavo-souza-f9UqUexxhrE-unsplash (1).jpg,5.0,5
/home/ubuntu/10_crop/ahmad-qime-GYbBstR60Bw-unsplash.jpg,5.0,5
/home/ubuntu/10_crop/tobi-oshinnaike-Z7MKNGFnbOw-unsplash.jpg,5.0,5
/home/ubuntu/10_crop/gregory-buzdyk-bdbC8RlXSUU-unsplash (1).jpg,5.0,5
/home/ubuntu/10_crop/kamal-alkhatib-IETO_Z0BrsE-unsplash (1).jpg,5.0,5
/home/ubuntu/10_crop/kamal-alkhatib-i4ls_N9o968-unsplash.jpg,5.0,5
/home/ubuntu/10_crop/joshua-purnell-kz6qS9mWbAo-unsplash.jpg,5.0,5
/home/ubuntu/10_crop/farhan-faras-Pu_87ZZO6Yg-unsplash.jpg,5.0,5
/home/ubuntu/10_crop/bulbul-ahmed-g70f1GaqBhc-unsplash (1).jpg,5.0,5
/home/ubuntu/10_crop/sonny-mauricio-dH3g3KLaq5s-unsplash.jpg,5.0,5
/home/ubuntu/10_crop/martin-magnemyr-V4B0nrIJcls-unsplash.jpg,5.0,5
/home/ubuntu/10_crop/kamran-ch-7pES3XC7l7Q-unsplash.jpg,5.0,5
/home/ubuntu/10_crop/moein-rahmani-A3802JoFGqg-unsplash.jpg,5.0,5
