filename,predicted,groundtruth
/home/ubuntu/mtcnn_aligned_images/female/indian/model-4668350_1920.jpg,7.240783939536353,5.904761904761905
/home/ubuntu/mtcnn_aligned_images/female/indian/juanma-velasquez-la7uU1hQ_nM-unsplash.jpg,7.777939860517223,7.375
/home/ubuntu/mtcnn_aligned_images/female/indian/woman-761642_1920.jpg,6.909041439829393,4.111111111111111
/home/ubuntu/mtcnn_aligned_images/female/indian/pexels-rahul-pandit-3894370.jpg,4.425225885532985,5.666666666666667
/home/ubuntu/mtcnn_aligned_images/female/indian/shotlist-7sPYFUKOK_8-unsplash.jpg,7.315776699582664,6.8
/home/ubuntu/mtcnn_aligned_images/female/indian/59.jpg,6.732584898424639,7.525
/home/ubuntu/mtcnn_aligned_images/female/indian/huu-chung-dang-lP02hkcp7H0-unsplash.jpg,6.468782570603469,8.222222222222221
/home/ubuntu/mtcnn_aligned_images/female/indian/actress-1736962_1920.jpg,6.929877689909041,6.675
/home/ubuntu/mtcnn_aligned_images/female/indian/india-4869731_1920.jpg,4.445400627231033,4.809523809523809
/home/ubuntu/mtcnn_aligned_images/female/indian/woman-5910803_1920.jpg,7.6023246982669,6.444444444444445
/home/ubuntu/mtcnn_aligned_images/female/indian/pexels-nh-noyon-4250862.jpg,7.038974358272654,5.555555555555555
/home/ubuntu/mtcnn_aligned_images/female/indian/model-5576784_1920.jpg,7.041318805215653,7.444444444444445
/home/ubuntu/mtcnn_aligned_images/female/indian/indian-4190972_1920.jpg,6.789993025203255,7.222222222222222
/home/ubuntu/mtcnn_aligned_images/female/indian/38.jpg,9.105939677039693,7.05
/home/ubuntu/mtcnn_aligned_images/female/indian/woman-4686064_1920.jpg,7.348203382555422,6.0
/home/ubuntu/mtcnn_aligned_images/female/indian/loren-joseph-jhu22nvxxCw-unsplash.jpg,6.989762778326405,5.611111111111111
/home/ubuntu/mtcnn_aligned_images/female/indian/thanks-1209247_1920.jpg,6.332024486139131,7.0
/home/ubuntu/mtcnn_aligned_images/female/indian/make-up-artist-3987573_1920.jpg,8.176745520318912,6.5
/home/ubuntu/mtcnn_aligned_images/female/indian/anelale-najera--p_HZ1et98U-unsplash.jpg,6.835799431963955,3.380952380952381
/home/ubuntu/mtcnn_aligned_images/female/indian/pexels-mentatdgt-1167134.jpg,6.631487161049014,6.777777777777778
/home/ubuntu/mtcnn_aligned_images/female/indian/pexels-rahul-pandit-5382522.jpg,7.747255765378014,7.111111111111111
/home/ubuntu/mtcnn_aligned_images/female/indian/indian-5033680_1920.jpg,7.5629422256719305,8.075
/home/ubuntu/mtcnn_aligned_images/female/indian/jyotirmoy-gupta-AXBsyZVjPLQ-unsplash.jpg,6.762138462458747,4.428571428571429
/home/ubuntu/mtcnn_aligned_images/female/indian/jennifer-marquez-9oLwI18NFfY-unsplash.jpg,6.121675247216343,8.222222222222221
/home/ubuntu/mtcnn_aligned_images/female/indian/model-4255841_1920.jpg,6.910985332513875,7.333333333333333
/home/ubuntu/mtcnn_aligned_images/female/indian/zahra-amiri-QuL60_NbW_0-unsplash.jpg,6.951659692613554,5.833333333333333
/home/ubuntu/mtcnn_aligned_images/female/indian/sarah-cervantes-79GLX12EY98-unsplash.jpg,7.0526175961109665,7.722222222222222
/home/ubuntu/mtcnn_aligned_images/female/indian/gift-habeshaw-XvqeCMXHwzQ-unsplash.jpg,5.216325387606953,6.675
/home/ubuntu/mtcnn_aligned_images/female/indian/nature-3110567_1920.jpg,6.980781287124566,6.0
/home/ubuntu/mtcnn_aligned_images/female/indian/pexels-kaushal-moradiya-2781201.jpg,6.620093974850377,7.444444444444445
/home/ubuntu/mtcnn_aligned_images/female/indian/arindam-deb-1cdWV-VMjSk-unsplash.jpg,7.432502987705215,6.476190476190476
/home/ubuntu/mtcnn_aligned_images/female/indian/couple-4686423_1920.jpg,6.148216191507547,7.238095238095238
/home/ubuntu/mtcnn_aligned_images/female/indian/pexels-jc-romero-3236737.jpg,6.367282435093034,7.666666666666667
/home/ubuntu/mtcnn_aligned_images/female/indian/pexels-devil-imran-6414067.jpg,6.319051975223353,6.333333333333333
/home/ubuntu/mtcnn_aligned_images/female/indian/35.jpg,6.929452423380818,7.144736842105263
/home/ubuntu/mtcnn_aligned_images/female/indian/women-4419736_1920.jpg,7.379038484439657,6.0
/home/ubuntu/mtcnn_aligned_images/female/indian/swarnavo-chakrabarti-1s-7JQTdXY4-unsplash.jpg,6.27718321173295,6.0
/home/ubuntu/mtcnn_aligned_images/female/indian/indian-woman-5450102_1920.jpg,6.271041640823283,8.555555555555555
/home/ubuntu/mtcnn_aligned_images/female/indian/bulbul-ahmed-s4Uv58E4PXc-unsplash.jpg,7.934084097719805,7.428571428571429
/home/ubuntu/mtcnn_aligned_images/female/indian/clinton-naik-k-YuHdAtTP0-unsplash.jpg,6.999437272315681,5.483333333333333
/home/ubuntu/mtcnn_aligned_images/female/indian/youth-3983781_1920.jpg,5.191335665392982,6.333333333333333
/home/ubuntu/mtcnn_aligned_images/female/indian/woman-4456917_1920.jpg,7.3518895695462625,6.761904761904762
/home/ubuntu/mtcnn_aligned_images/female/indian/pexels-tima-miroshnichenko-5988665.jpg,7.044275669117994,7.333333333333333
/home/ubuntu/mtcnn_aligned_images/female/indian/anusha-reddy--zP_lFB6vCk-unsplash.jpg,6.626437085545387,7.047619047619047
/home/ubuntu/mtcnn_aligned_images/female/indian/woman-5576751_1920.jpg,7.564323635609796,7.888888888888889
/home/ubuntu/mtcnn_aligned_images/female/indian/happy-4895044_1920.jpg,5.3897375808113015,5.714285714285714
/home/ubuntu/mtcnn_aligned_images/female/indian/woman-5267153_1920.jpg,4.665549693289339,4.0
/home/ubuntu/mtcnn_aligned_images/female/indian/pexels-azraq-al-rezoan-5641188.jpg,6.75107875138562,7.444444444444445
/home/ubuntu/mtcnn_aligned_images/female/indian/ursula-spaulding-_B_UiKIAo20-unsplash.jpg,5.838196590458766,3.285714285714286
/home/ubuntu/mtcnn_aligned_images/female/indian/loren-joseph-11eY-tkB9VU-unsplash.jpg,5.743210997113211,5.428571428571429
/home/ubuntu/mtcnn_aligned_images/female/indian/pexels-nandhu-kumar-2703082.jpg,6.914993843110016,2.222222222222222
/home/ubuntu/mtcnn_aligned_images/female/indian/christina-wocintechchat-com-1Kf3jFemsPk-unsplash.jpg,5.845703178136476,4.571428571428571
/home/ubuntu/mtcnn_aligned_images/female/indian/portrait-5604743_1920.jpg,7.1820860455853435,7.111111111111111
/home/ubuntu/mtcnn_aligned_images/female/indian/aditi-rao-hydari-1748439_1920.jpg,7.7549923211324,8.88888888888889
/home/ubuntu/mtcnn_aligned_images/female/indian/teenager-475189_1920.jpg,5.3875288277444,5.428571428571429
/home/ubuntu/mtcnn_aligned_images/female/indian/32.jpg,5.812519283844233,6.675
/home/ubuntu/mtcnn_aligned_images/female/indian/yogendra-singh-2W1bkp_Mie4-unsplash.jpg,6.535568839291623,6.761904761904762
/home/ubuntu/mtcnn_aligned_images/female/indian/woman-4686065_1920.jpg,7.878141847566047,6.111111111111111
/home/ubuntu/mtcnn_aligned_images/female/indian/caroline-hernandez-vGacDiUiD7I-unsplash.jpg,5.604169711772601,5.675
/home/ubuntu/mtcnn_aligned_images/female/indian/young-1822685_1920.jpg,7.641054878224912,5.952380952380953
/home/ubuntu/mtcnn_aligned_images/female/indian/teenager-1612462_1920.jpg,7.183946442920924,6.952380952380953
/home/ubuntu/mtcnn_aligned_images/female/indian/female-1544783_1920.jpg,6.107894547944069,6.666666666666667
/home/ubuntu/mtcnn_aligned_images/female/indian/pexels-arvind-shakya-796557.jpg,5.9899523339543235,4.222222222222222
/home/ubuntu/mtcnn_aligned_images/female/indian/beautiful-indian-woman-4773817_1920.jpg,5.170224550023363,5.925
/home/ubuntu/mtcnn_aligned_images/female/indian/woman-smiling-1057659_1920.jpg,7.629900490560001,7.6
/home/ubuntu/mtcnn_aligned_images/female/indian/pexels-manjeet-singh-yadav-1162983.jpg,7.683419078191594,8.0
/home/ubuntu/mtcnn_aligned_images/female/indian/indian-5449593_1920.jpg,3.425541576757367,4.888888888888889
/home/ubuntu/mtcnn_aligned_images/female/indian/aayush-gop-rawat-VPwSJhu5uhs-unsplash.jpg,7.111952849064406,7.0
/home/ubuntu/mtcnn_aligned_images/female/indian/indian-girl-4985302_1920.jpg,7.450309639117784,6.571428571428571
/home/ubuntu/mtcnn_aligned_images/female/indian/indian-woman-5092871_1920.jpg,5.94035853349517,3.552631578947369
/home/ubuntu/mtcnn_aligned_images/female/indian/woman-5922147_1920.jpg,6.540746919201097,3.333333333333333
/home/ubuntu/mtcnn_aligned_images/female/indian/charles-postiaux-J9vlgGgytC0-unsplash.jpg,6.274973645715043,6.888888888888889
/home/ubuntu/mtcnn_aligned_images/female/indian/face-5677905_1920.jpg,5.497268829947587,5.888888888888889
/home/ubuntu/mtcnn_aligned_images/female/indian/brown-4197806_1920.jpg,7.4031176632491515,6.380952380952381
